data_model_ig_catalogue,data_model,name,description,version,release_date
NN Veeva EDC Data Exchange IG,NN-VEEVA-EDC v0.1,NN-VEEVA-EDC IG v0.1,The NN Veeva EDC Data Exchange data model IG,0.1,2024-06-20
